Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools	genome_name
NZ_CYXY01000002.1_21	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_49	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_83	-	GT4(194-339)	GT4_e224	GT4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_85	-	GT2(6-140)	GT2	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_87	-	GT11(1-294)	GT11_e6	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_89	-	GT4(194-331)	GT4_e970	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_92	-	GT113(12-346)	GT113_e7	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000004.1_116	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000005.1_123	-	AA7(48-237)	-	-	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000005.1_49	-	CE4(79-190)	CE4_e246	CE4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_141	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_19	-	GH25(50-227)	GH25_e110	GH25	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_53	-	GT2(10-140)	GT2	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_54	2.4.1.-:1	GT2(7-136)	GT2	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_58	-	GT2(4-164)	GT2	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_60	-	GT4(213-353)	GT4_e1204	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_61	-	GT4(206-349)	GT4_e1204	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_62	-	GT32(20-97)	GT32_e192	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_63	-	GT4(226-370)	GT4_e134	GT4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_65	-	GT2(8-115)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_66	-	GT4(193-300)	GT4_e150	GT4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_67	-	GT4(193-338)	GT4_e3212	GT4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_74	-	GH3(116-346)	GH3_e215	GH3	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_81	3.2.1.80:1|3.2.1.65:8	GH32(315-643)+CBM66(916-1076)	GH32_e42+CBM66_e0	CBM66+GH32	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000008.1_16	-	CE9(3-367)	CE9_e44	CE9	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000008.1_17	-	CE4(51-174)	CE4_e137	CE4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000008.1_24	-	CE4(45-174)	CE4_e225	CE4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000008.1_33	-	GT51(82-264)	GT51_e43	GT51	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000008.1_51	3.2.1.89:17|3.2.1.89:17	GH53(63-318)+GH53(406-796)	GH53_e14+GH53_e14	GH53	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000008.1_95	-	GH109(5-142)	-	-	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000009.1_125	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000009.1_126	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000009.1_27	-	GT51(83-260)	GT51_e21	GT51	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000009.1_78	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000010.1_106	-	GT2(4-112)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000010.1_62	-	GH32(37-347)	GH32_e67	GH32	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000010.1_92	-	GT2(6-149)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000010.1_93	-	GT2(14-181)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000010.1_98	-	GT2(7-144)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000011.1_104	-	GH73(302-464)	GH73_e132	-	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000014.1_6	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000016.1_10	2.4.1.1:158	GT35(94-465)	GT35_e0	GT35	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000016.1_11	-	GT5(8-478)	GT5_e1	GT5	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000016.1_14	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000016.1_65	-	GH109(2-142)	-	-	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000016.1_8	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000016.1_9	2.4.1.1:158	GT35(11-328)	GT35_e0	GT35	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000018.1_37	-	GT2(5-108)	GT2	GT2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000019.1_5	3.2.1.23:11	GH2(22-629)	GH2_e13	GH2	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000019.1_55	-	GH73(268-427)	GH73_e132	GH73	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000021.1_10	-	CE4(81-203)	CE4_e82	CE4	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000021.1_14	-	GT28(188-337)	GT28_e30	GT28	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000027.1_4	-	GT51(64-239)	GT51_e21	GT51	3	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_113	-	-	GT1_e246	-	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_88	-	-	GT2	-	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000007.1_31	-	-	GH73_e261	-	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000008.1_58	3.2.1.85:20	-	GH1_e65	-	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000011.1_16	-	-	GH73_e261	GH73	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000012.1_28	-	-	GH23_e928	GH23	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000021.1_4	-	-	CBM50_e564	CBM50	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000024.1_35	-	-	GT2	GT2	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000005.1_67	-	-	CBM50_e393	CBM50	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000020.1_26	-	-	GH23_e928	GH23	2	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000001.1_18	-	-	-	GH13_31	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000001.1_111	-	-	-	GT2	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000001.1_142	-	-	-	GH28	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000002.1_52	-	-	-	GT83	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000003.1_123	-	-	-	GH5_11	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000003.1_159	-	-	-	GT4	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000004.1_189	-	-	-	GH28	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000005.1_26	-	-	-	GH13_30	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_39	-	-	-	GH1	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_92	-	-	-	GH23	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000006.1_152	-	-	-	GH0	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000007.1_24	-	-	-	CBM50	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000008.1_133	-	-	-	GT2	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000009.1_8	-	-	-	GH84	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000009.1_10	-	-	-	GH36	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000009.1_56	-	-	-	GH130	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000010.1_52	-	-	-	GH1	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000010.1_63	-	-	-	GH13_31	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000011.1_17	-	-	-	GH28	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000011.1_69	-	-	-	GH23	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000012.1_79	-	-	-	GT83	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000012.1_81	-	-	-	GH13_11	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000013.1_7	-	-	-	GT58	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000013.1_50	-	-	-	GT58	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000013.1_89	-	-	-	GH38	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000013.1_92	-	-	-	GH1	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000014.1_46	-	-	-	GT4	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000014.1_49	-	-	-	CE8	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000014.1_53	-	-	-	GH13	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000014.1_70	-	-	-	GT1	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000016.1_13	-	-	-	CBM48+GH13_9	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000018.1_40	-	-	-	GH28	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000019.1_4	-	-	-	GH2	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000019.1_24	-	-	-	GT4	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000024.1_12	-	-	-	GT2	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXY01000026.1_8	-	-	-	GT2	1	GCF_001405635.1_14207_7_82_genomic
NZ_CYXT01000001.1_173	3.2.1.122:13	GH4(6-183)	GH4_e4	GH4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000001.1_262	-	GT2(8-172)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000001.1_29	-	GH32(6-294)	GH32_e121	GH32	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000001.1_31	3.2.1.26:3	GH32(37-339)	GH32_e76	GH32	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000001.1_363	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000001.1_56	-	GT2(3-164)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_101	-	GH1(4-311)	GH1_e68	GH1	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_110	3.2.1.80:1|3.2.1.80:1|3.2.1.80:1	CBM66(50-216)+GH32(344-648)+CBM66(914-1076)	CBM66_e1+GH32_e42+CBM66_e1	CBM66+GH32	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_170	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_65	-	GT2(7-181)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_67	-	GT2(8-150)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_68	-	GT32(104-185)	GT32_e186	GT32	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_70	-	GT2(5-150)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_72	-	GT2(6-165)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_73	-	GT2(7-172)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_76	-	GT4(203-345)	GT4_e1204	GT4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_77	2.4.1.-:1	GT2(4-164)	GT2	-	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_78	-	GT2(5-119)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_79	-	GT2(4-133)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_81	-	GT4(193-338)	GT4_e3212	GT4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_88	-	GH3(116-346)	GH3_e215	GH3	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000003.1_174	-	GT2(5-108)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000003.1_32	2.4.1.21:9	GT5(81-554)	GT5_e9	GT5	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000004.1_18	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-479)	GH1_e115	GH1	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000005.1_76	-	GH73(268-427)	GH73_e132	GH73	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000005.1_94	-	GH25(50-227)	GH25_e110	GH25	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_12	1.1.3.38:1	AA4(11-238)	AA4_e0	-	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_20	2.4.1.25:3	GH77(150-458)	GH77_e1	GH77	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_45	-	AA7(43-237)	AA4_e1	-	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_52	-	GT2(6-134)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_60	-	GT2(6-168)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_61	-	GT2(4-138)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_62	-	GT2(67-150)	GT92_e1	GT0	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_64	-	GT32(22-96)	GT32_e190	GT32	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_65	-	GT2(57-199)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_66	-	GT113(16-357)	GT113_e9	GT113	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_84	-	GT2(6-154)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_88	-	GT2(7-143)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_96	-	GT2(4-112)	GT2	GT2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000008.1_14	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000008.1_82	-	GT51(79-256)	GT51_e21	GT51	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000009.1_64	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000009.1_65	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000011.1_16	2.4.1.1:158	GT35(95-814)	GT35_e0	GT35	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000011.1_52	-|-	GH13_39(187-518)	CBM34_e3+GH13_e89	GH13_39	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000011.1_53	2.4.1.1:158	GT35(94-809)	GT35_e0	GT35	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000011.1_54	-	GT5(8-478)	GT5_e1	GT5	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000011.1_57	2.4.1.18:57|2.4.1.18:14	CBM48(25-105)+GH13_9(176-477)	CBM48_e2+GH13_e200	CBM48+GH13_9	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000012.1_17	-	GH109(5-142)	-	-	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000013.1_21	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(191-552)	CBM48_e3+GH13_e48	CBM48+GH13_11	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000013.1_27	3.2.1.86:10|3.2.1.85:2|3.2.1.21:1	GH1(6-460)	GH1_e13	GH1	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000013.1_62	-	GT4(212-358)	GT4_e224	GT4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000013.1_63	-	GT4(194-339)	GT4_e3619	GT4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000013.1_66	-	GT2(9-184)	GT2	-	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000013.1_71	-	GT4(207-371)	GT4_e1803	-	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000013.1_9	-	GH38(4-262)	GH38_e1	GH38	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000015.1_45	-	CE4(79-190)	CE4_e246	CE4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000017.1_91	-	GT51(59-236)	GT51_e21	GT51	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000018.1_65	-	GH25(51-234)	GH25_e171	GH25	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000019.1_32	3.2.1.89:17|3.2.1.89:17	GH53(64-319)+GH53(407-797)	GH53_e14+GH53_e14	GH53	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000019.1_33	3.2.1.89:17|3.2.1.89:17	GH53(63-318)+GH53(406-795)	GH53_e14+GH53_e14	GH53	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000020.1_42	-	GT51(82-264)	GT51_e43	GT51	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000020.1_51	-	CE4(45-174)	CE4_e225	CE4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000020.1_58	-	CE4(51-173)	CE4_e137	CE4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000020.1_59	-	CE9(3-367)	CE9_e44	CE9	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000021.1_30	-	AA7(48-237)	-	-	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000023.1_21	-	GH73(309-470)	GH73_e132	-	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000024.1_40	-	GT28(188-337)	GT28_e30	GT28	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000024.1_44	-	CE4(89-211)	CE4_e82	CE4	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000031.1_17	-	GH109(3-152)	GH109_e5	-	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000031.1_24	-	GH32(37-347)	GH32_e67	GH32	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000032.1_20	-	GH109(2-142)	-	-	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000038.1_4	3.2.1.23:11	GH2(20-629)	GH2_e13	GH2	3	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000016.1_42	-	-	GT2	GT2	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000023.1_37	-	-	GH73_e261	-	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000010.1_7	-	-	GH23_e21	GH23	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000024.1_50	-	-	CBM50_e564	CBM50	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000037.1_2	-	-	CBM13_e263	-	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000015.1_57	-	-	CBM50_e393	CBM50	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000007.1_59	-	-	GT1_e246	-	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000027.1_30	-	-	GH73_e261	GH73	2	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000001.1_236	-	-	-	GH28	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000001.1_271	-	-	-	GT2	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000001.1_354	-	-	-	GH13_31	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_121	-	-	-	GH23	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000002.1_181	-	-	-	GH0	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000003.1_22	-	-	-	GH28	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000003.1_171	-	-	-	GH28	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000004.1_19	-	-	-	GT1	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000005.1_41	-	-	-	GT4	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000005.1_114	-	-	-	GH1	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000006.1_12	-	-	-	GH5_11	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000006.1_49	-	-	-	GT4	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000008.1_53	-	-	-	GH130	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000008.1_107	-	-	-	GH36	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000008.1_109	-	-	-	GH84	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000009.1_8	-	-	-	GT2	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000010.1_80	-	-	-	GH38	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000010.1_83	-	-	-	GH1	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000011.1_56	-	-	-	CBM48+GH13_9	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000012.1_56	-	-	-	GT2	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000013.1_31	-	-	-	GT83	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000015.1_21	-	-	-	GH13_30	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000016.1_65	-	-	-	GT2	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000018.1_25	-	-	-	GT58	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000025.1_16	-	-	-	GH13_11	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000025.1_18	-	-	-	GT83	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000026.1_35	-	-	-	GT4	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000026.1_38	-	-	-	CE8	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000026.1_42	-	-	-	GH13	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000027.1_25	-	-	-	CBM50	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000027.1_29	-	-	-	GH28	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000030.1_19	-	-	-	GT58	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000031.1_8	-	-	-	GH1	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000031.1_25	-	-	-	GH13_31	1	GCF_001405715.1_13414_6_52_genomic
NZ_CYXT01000038.1_3	-	-	-	GH2	1	GCF_001405715.1_13414_6_52_genomic
NZ_CP012098.1_126	-	GT2(5-108)	GT2	GT2	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1270	-	CE4(79-190)	CE4_e246	CE4	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1343	3.2.1.122:13	GH4(6-183)	GH4_e4	GH4	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1369	-	GT2(3-164)	GT2	GT2	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1404	-	CE4(81-203)	CE4_e82	CE4	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1408	-	GT28(188-337)	GT28_e30	GT28	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1477	-	GT51(83-260)	GT51_e21	GT51	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1539	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(29-377)	GH13_e122	GH13_31	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1582	3.2.1.122:13	GH4(6-184)	GH4_e4	GH4	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1583	3.2.1.86:16	GH4(6-180)	GH4_e24	GH4	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1704	-	GT2(8-172)	GT2	GT2	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_1824	2.4.1.18:14	GH13_9(164-453)	GH13_e200	CBM48+GH13_9	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_2017	3.2.1.-:2	GH13_20(30-319)	GH13_e141	GH13	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_2077	3.2.1.80:1|3.2.1.80:1|3.2.1.80:1	CBM66(50-216)+GH32(344-648)+CBM66(914-1076)	CBM66_e1+GH32_e42+CBM66_e1	CBM66+GH32	3	GCF_001998765.1_ASM199876v1_genomic
NZ_CP012098.1_2085	-	GH3(116-346)	GH3_e215	GH3	3	GCF_001998765.1_ASM199876v1_genomic
